key,file,label,node_count,edge_density,percent_difference_network_tr,percent_difference_cluster_tr,difference,tr_citing_x.1,tr_cited_x.1,tr_citing_y.1,tr_cited_y.1
0.001,output_0.001.csv_aggregated.csv,neutral,2.0,1.0,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,2.0,1.0,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,2.0,1.0,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,2.0,1.0,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,2.0,1.0,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,2.0,1.0,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,2.0,1.0,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,2.0,1.0,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,2.0,1.0,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,2.0,1.0,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,2.0,1.0,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,2.0,1.0,-1.0,,,0.0,1.0,0.0,
